,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
721,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3.257,0,665.765558,10,0,0.07,0,0,164,A#,Minor,70,71,58,24,0,7,13,0.49885046,0.6160861,0.6234963,0.65836596,0.5902387,0.7090775,0.72184664,0.577083
722,Monëy so big,YEAT,1,2021,9,10,1.473,0,263.77903,2,0,0.012,0,,138,D,Major,69,35,57,12,0,10,9,0.803681,0.8723331,0.86520374,0.8414706,0.89792335,0.76006615,0.8857066,0.83595324
723,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2.226,0,339.473453,36,2,0.011,0,14,126,A,Minor,67,37,46,13,0,10,39,0.78733504,0.8459627,0.8836717,0.8165343,0.841041,0.8217592,0.8567252,0.8611343
724,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23.375,21,2204.080728,336,188,2.692,3,30,103,B,Minor,61,47,65,3,0,17,4,0.76384604,0.8980333,0.9337049,0.787077,0.86897504,0.82692975,0.864581,0.8605245
725,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28.032,0,2591.224264,315,159,2.179,0,44,95,G#,Major,75,64,52,41,0,11,3,0.6273352,0.68694353,0.7184413,0.5318776,0.7553654,0.78233665,0.7244027,0.63057876
726,O.O,NMIXX,1,2022,2,22,0.29,0,135.444283,9,66,0.01,0,0,200,B,Minor,39,28,77,4,0,6,29,0.79079527,0.77471054,0.7967946,0.758109,0.8112205,0.8043277,0.70184785,0.73306733
727,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42.798,0,1457.139296,217,136,6.508,1,,129,,Major,86,75,52,54,0,10,4,0.80496466,0.8518769,0.9042755,0.6690067,0.91598195,0.8116815,0.91023046,0.88781416
728,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2.605,0,236.872197,15,48,0.05,0,3,98,F#,Minor,68,33,43,38,0,36,14,0.85541326,0.89467144,0.8994574,0.76412547,0.94256717,0.8438702,0.8496438,0.909206
729,First Class,Jack Harlow,1,2022,4,8,8.737,0,694.525298,163,32,0.137,15,12,107,G#,Major,91,32,56,3,0,11,10,0.70790267,0.8218961,0.84089494,0.6927055,0.83717835,0.7616977,0.77953434,0.83188426
730,Plan A,Paulo Londra,1,2022,3,23,1.105,0,240.661097,32,0,0.019,0,0,174,,Major,58,56,83,5,0,7,4,0.79288524,0.88806057,0.910416,0.77601355,0.82249546,0.8341457,0.73251784,0.85973233
731,Fuera del mercado,Danny Ocean,1,2022,2,17,2.499,21,421.365166,68,24,0.043,1,0,92,G#,Major,45,27,67,32,0,13,14,0.8495565,0.85818803,0.8905335,0.8087709,0.7115546,0.8640113,0.81386495,0.84047276
732,X ÚLTIMA VEZ,"Daddy Yankee, Bad Bunny",2,2022,3,25,2.697,1,349.746291,55,3,0.032,0,,90,G,Major,81,59,83,9,0,11,5,0.79079646,0.8404676,0.78095233,0.73750293,0.8617712,0.78548205,0.8065537,0.84917
733,When You're Gone,Shawn Mendes,1,2022,3,31,2.092,0,255.120451,75,11,0.044,0,14,147,F,Major,60,58,69,2,0,58,4,0.83587974,0.82695377,0.7551341,0.807024,0.81646013,0.8596262,0.87947375,0.79764444
734,In My Head,Lil Tjay,1,2022,4,1,1.185,0,190.981339,21,0,0.031,0,0,143,C#,Major,68,41,55,16,0,10,12,0.7719586,0.76441777,0.80518657,0.7739488,0.7948698,0.71832395,0.778549,0.8115
735,Wait a Minute!,Willow,1,2015,1,11,11.985,0,924.193303,79,80,0.25,3,10,101,D#,Minor,76,63,71,3,0,10,3,0.77977085,0.86169827,0.8278668,0.7423465,0.8697537,0.7883638,0.82880676,0.842149
736,LOVE DIVE,IVE,1,2022,4,5,0.753,8,305.771063,28,124,0.013,0,1,118,C#,Minor,70,54,71,0,0,33,4,0.35906297,0.8258922,0.67092496,0.7002249,0.8249793,0.8219369,0.78753257,0.8420114
737,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2.995,0,273.005485,49,17,0.03,0,0,98,G,Minor,83,63,74,14,0,16,6,0.76607114,0.6961629,0.81749046,0.7452041,0.7049513,0.7674235,0.6981952,0.7031524
738,Chance,Paulo Londra,1,2022,4,6,0.225,0,89.566512,11,0,0.007,0,0,138,C#,Minor,72,22,46,24,0,9,6,0.6841737,0.7333391,0.774498,0.63346434,0.6371769,0.65522105,0.65210307,0.67536426
739,Cool for the Summer,Demi Lovato,1,2015,1,1,9.243,0,677.389855,155,5,0.577,0,6,114,F,Minor,59,30,62,1,0,8,4,0.7744671,0.89465946,0.85187405,0.8306004,0.8804447,0.8849417,0.9178432,0.88816124
740,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,0.918,0,75.476209,24,0,0.052,0,0,180,G,Minor,63,45,64,34,0,9,8,0.77467406,0.7778417,0.7593395,0.698712,0.7886026,0.80753684,0.7791841,0.7737292
741,Angel Baby,Troye Sivan,1,2021,9,9,1.959,9,408.843328,52,25,0.032,0,10,145,B,Major,56,41,57,1,0,13,3,0.7248163,0.79445744,0.8202365,0.7290641,0.77005136,0.839827,0.85561943,0.79407156
742,Vampiro,"Matuê, Wiu, ",3,2022,1,30,0.54,4,187.772591,26,3,0.039,0,,115,G#,Minor,78,63,64,1,0,7,4,0.6922656,0.7725847,0.8075285,0.6806488,0.66963243,0.7389078,0.7056321,0.7812867
743,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,0.859,0,178.512385,14,0,0.011,0,0,82,A#,Major,79,48,84,13,0,21,23,0.81676096,0.9102335,0.96271145,0.879156,0.9119455,0.913793,0.9572505,0.9628961
744,Right On,Lil Baby,1,2022,4,8,1.116,0,101.780047,31,9,0.015,0,1,166,D,Major,70,22,61,2,0,10,34,0.6778126,0.7732881,0.7781588,0.75155896,0.8377466,0.78178513,0.71210235,0.7508911
745,Me Arrepentí,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,0.273,2,118.381354,12,2,0.004,0,,92,,Major,86,91,79,29,0,60,16,0.7942349,0.8262168,0.82400024,0.8345263,0.8039719,0.65446293,0.8297629,0.80972415
746,That's Hilarious,Charlie Puth,1,2022,4,8,0.686,2,146.36313,11,6,0.012,0,15,108,F#,Major,71,55,44,74,0,11,6,0.83348775,0.84232855,0.84137917,0.85606754,0.7231246,0.8414258,0.8205947,0.76710105
747,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,0.226,0,126.443991,5,0,0.004,0,1,84,E,Minor,71,63,45,45,0,11,3,0.8433325,0.9004569,0.8980967,0.7711003,0.84285897,0.84753466,0.8680282,0.8929505
748,RUMBATÓN,Daddy Yankee,1,2022,3,25,1.264,0,157.990698,20,4,0.052,0,,95,D#,Minor,69,90,91,6,0,35,4,0.6630744,0.7953945,0.80087197,0.6846247,0.7950389,0.6940904,0.6685442,0.7802934
749,sentaDONA (Remix) s2,"Luísa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,0.87,0,176.290831,32,0,0.049,0,,135,D#,Minor,93,77,45,25,0,13,27,0.7981209,0.8738901,0.82840323,0.8411341,0.92937785,0.8285192,0.79468834,0.8607455
750,Falling,Harry Styles,1,2019,12,13,7.556,0,1023.187129,124,24,0.254,0,8,110,E,Major,57,6,27,84,0,9,3,0.6910566,0.6319658,0.7604345,0.7520136,0.69968396,0.8170177,0.6599109,0.64407825
751,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1.37,0,106.933107,46,8,0.06,0,0,88,G,Major,89,59,64,5,0,19,7,0.6576699,0.68609095,0.7272987,0.68552214,0.77341604,0.69489574,0.57336307,0.7101534
752,Fim de Semana no Rio,teto,1,2022,3,30,0.315,2,139.193812,27,2,0.031,0,0,119,C#,Minor,87,28,50,12,0,10,10,0.80490935,0.88573444,0.866554,0.8217716,0.8617463,0.9655021,0.8492513,0.93172735
753,MANIAC,Stray Kids,1,2022,3,18,0.651,0,212.23499,6,188,0.02,0,0,120,C#,Major,58,71,80,15,0,7,41,0.73831975,0.799014,0.8714241,0.74308944,0.79647136,0.6873423,0.7790179,0.7796298
754,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12.382,0,1714.490998,229,57,1.37,2,71,122,D,Major,86,97,80,36,0,9,6,0.8790089,0.94630116,0.95723045,0.8843603,0.7865312,0.7878376,0.94812685,0.9335181
755,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,0.625,0,197.643795,10,2,0.013,0,1,98,F,Major,78,83,75,41,0,27,8,0.9046898,0.8568605,0.9487348,0.8167578,0.9252386,0.8739612,0.89749384,0.8628793
756,Golden,Harry Styles,1,2019,12,13,8.429,1,807.015863,85,24,0.2,0,2,140,E,Minor,45,25,84,21,0,13,6,0.6429179,0.69437623,0.73005307,0.6468583,0.77376837,0.76039493,0.6782757,0.6916535
757,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52.898,0,933.815613,203,1,8.215,0,0,116,F#,Minor,79,87,81,4,0,10,4,0.92244357,0.88843435,0.86232555,0.9776006,0.9775718,1.0061023,0.8679652,0.8895635
758,Ain't Shit,Doja Cat,1,2021,6,25,3.436,0,499.71059,32,6,0.046,0,1,124,D#,Major,86,62,49,51,0,35,21,0.74265945,0.6844648,0.71930546,0.71980727,0.56544465,0.7786751,0.7483874,0.68081415
759,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar's Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,0.918,0,120.847157,34,39,0.03,0,,105,A,Minor,91,73,72,13,0,9,15,0.8370958,0.9332819,0.9690172,0.889811,0.86487275,1.043372,0.95022786,0.9478811
760,Still Life,BIGBANG,1,2022,4,5,0.181,0,53.909146,16,14,0.007,0,0,118,G#,Major,68,24,58,44,0,6,3,0.70790994,0.87431073,0.7419119,0.76212007,0.7217475,0.76795614,0.80434364,0.7616929
761,Photograph,Ed Sheeran,1,2014,6,20,18.778,3,2236.667932,228,105,2.453,0,84,108,E,Major,61,20,38,61,0,10,5,0.6219336,0.7144428,0.80618536,0.60427016,0.8488469,0.6368588,0.71791327,0.7233678
762,Love Yourself,Justin Bieber,1,2015,11,9,22.73,5,2123.309722,289,87,2.43,0,36,100,E,Major,61,53,38,84,0,28,44,0.35341132,0.7681925,0.7072102,0.66721284,0.8577125,0.8140939,0.7603314,0.8195702
763,N95,Kendrick Lamar,1,2022,5,13,5.542,0,301.242089,52,16,0.065,0,206,140,D#,Minor,81,39,66,38,0,12,14,0.8728934,0.86371845,0.8686764,0.80359656,0.7130408,0.7541933,0.8747432,0.8549784
764,About Damn Time,Lizzo,1,2022,4,14,9.021,0,723.894473,242,49,0.272,21,24,109,A#,Minor,84,72,74,10,0,34,7,0.8649839,0.896732,0.8621894,0.9165203,0.86821043,0.9071358,0.9984876,0.8615678
765,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4.627,0,237.351106,38,13,0.032,0,0,101,C#,Minor,78,40,74,36,0,17,27,0.7185,0.587252,0.713346,0.75811493,0.71049607,0.7991222,0.75398946,0.6156217
766,Después de la Playa,Bad Bunny,1,2022,5,6,2.229,0,461.55854,27,44,0.024,0,,78,F,Major,56,61,90,36,0,18,31,0.82522464,0.8644957,0.8128066,0.8378748,0.893262,0.90052164,0.8318169,0.88544005
767,Un Ratito,Bad Bunny,1,2022,5,6,1.112,6,417.230415,7,30,0.013,1,1,93,,Minor,79,22,55,31,0,12,5,0.67721933,0.7119299,0.8125591,0.65770054,0.81412363,0.80157125,0.701824,0.7421131
768,United In Grief,Kendrick Lamar,1,2022,5,13,2.575,0,156.898322,4,5,0.012,0,51,87,G#,Major,52,32,83,24,0,17,43,0.81157446,0.695643,0.83309484,0.8051908,0.8082806,0.85867214,0.9397818,0.6373651
769,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3.107,0,127.30918,4,0,0.022,0,0,153,A#,Minor,55,50,78,19,0,11,35,0.8222997,0.8897543,0.9046676,0.8294875,0.90608495,0.8087227,0.8255911,0.8876213
770,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1.179,0,313.113297,7,21,0.011,0,0,142,,Major,87,93,59,28,0,17,5,0.81411046,0.8150682,0.89767694,0.8279705,0.6420455,0.8547988,0.9008833,0.80500424
771,Rich Spirit,Kendrick Lamar,1,2022,5,13,3.486,0,173.702135,20,10,0.033,0,0,96,A#,Minor,85,41,43,39,0,12,21,0.7435874,0.8865749,0.80036175,0.81468225,0.7879801,0.74850184,0.9172146,0.8041057
772,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2.942,0,271.666301,42,28,0.043,0,0,125,,Major,50,39,78,4,0,11,33,0.8939401,0.8940525,0.9372572,0.8349548,0.9565908,0.98336345,0.88666415,0.87438005
773,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1.443,0,305.650299,9,11,0.022,1,0,85,A#,Major,71,43,65,23,0,9,5,0.829229,0.79906166,0.7608451,0.7716327,0.8195138,0.8407638,0.848321,0.8295322
774,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3.028,0,123.216717,22,0,0.023,0,0,140,C#,Minor,92,78,57,46,0,14,9,0.8989528,0.9100387,0.87062716,0.90809196,0.7567773,0.8750281,0.8964366,0.8253947
775,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1.796,8,479.655659,8,25,0.018,1,0,196,B,Minor,66,58,79,23,0,22,20,0.75723165,0.83836526,0.9488124,0.77346134,0.8791867,0.7980945,0.84573215,0.8851702
776,Count Me Out,Kendrick Lamar,1,2022,5,13,2.729,0,126.191104,3,7,0.013,0,1,134,G,Major,78,51,43,69,0,14,9,0.82995564,0.79669404,0.781667,0.82088053,0.85800606,0.72547185,0.76310796,0.89507097
777,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1.195,0,344.055883,8,30,0.013,1,1,103,C#,Minor,80,45,62,76,0,10,38,0.601649,0.63310874,0.7400969,0.58476937,0.73745763,0.7508038,0.6944617,0.66259795
778,Dos Mil 16,Bad Bunny,1,2022,5,6,0.892,3,338.422004,10,24,0.011,0,0,130,C#,Major,82,50,67,12,0,13,5,0.77910954,0.77868605,0.815037,0.7822852,0.70585257,0.8383223,0.79361373,0.7900954
779,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1.635,0,68.895644,4,1,0.006,0,0,108,B,Major,65,52,69,31,0,8,36,0.79269546,0.73915505,0.82442504,0.8252827,0.8700031,0.8641037,0.77107304,0.7370844
780,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2.291,0,86.17689,9,0,0.008,0,0,123,G#,Major,61,66,71,53,0,32,46,0.76132894,0.6862536,0.7122537,0.6481825,0.741137,0.6695881,0.801893,0.69515187
781,Un Coco,Bad Bunny,1,2022,5,6,1.029,28,403.231558,5,28,0.009,0,0,152,B,Major,84,74,69,21,0,18,6,0.7307917,0.80579346,0.7940336,0.66673386,0.8643632,0.7776618,0.7808684,0.78264284
782,Otro Atardecer,"Bad Bunny,The Marías",2,2022,5,6,1.681,7,319.546754,10,30,0.013,0,,108,D,Major,78,55,60,59,0,7,4,0.9531804,0.8068793,0.99600255,0.7735346,0.8901849,0.8619137,0.9043183,0.9602273
783,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1.48,0,61.739839,1,0,0.005,0,0,72,A#,Minor,56,56,47,76,0,8,36,0.9993973,0.99386495,0.9942582,0.94029135,0.9138276,0.9874205,0.97780675,0.98934996
784,Aguacero,Bad Bunny,1,2022,5,6,0.829,0,283.359161,4,15,0.01,0,0,121,F#,Minor,86,67,65,42,0,35,7,0.7443772,0.6962328,0.7825221,0.67894644,0.6837115,0.67829967,0.68474734,0.6497668
785,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2.308,0,76.831876,7,0,0.007,0,0,138,D#,Minor,57,71,82,19,0,15,29,0.7181654,0.87684065,0.90734315,0.8688629,0.85531014,0.7728171,0.9528562,0.8141948
786,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1.004,1,283.332261,8,12,0.009,0,0,188,F,Minor,50,41,50,69,0,12,6,0.7858005,0.9006256,0.81913745,0.81106544,0.7755858,0.9019388,0.9176273,0.88968
787,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1.367,0,307.752576,48,4,0.034,1,0,110,C#,Major,80,26,85,23,0,11,21,0.8121906,0.8575777,0.8030995,0.81053716,0.8542587,0.82284737,0.7751146,0.8463977
788,Enséñame a Bailar,Bad Bunny,1,2022,5,6,1.112,3,279.73794,7,25,0.012,0,,105,G#,Major,81,77,79,19,0,47,8,0.80279464,0.845903,0.8801123,0.8829737,0.99978584,0.9293142,0.71856594,0.9934339
789,El Apagón,Bad Bunny,1,2022,5,6,1.209,0,212.35189,9,7,0.014,0,,118,G#,Major,63,60,70,5,0,9,31,0.8111068,0.8022032,0.89953214,0.7850457,0.7979749,0.74832344,0.8339888,0.7912992
790,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9.539,15,1304.313953,162,116,0.355,7,0,176,D,Major,61,24,62,60,0,24,31,0.6698038,0.64897,0.7338884,0.6886866,0.7348112,0.7602036,0.6894097,0.7650005
791,Dua Lipa,Jack Harlow,1,2022,5,6,1.992,0,150.500965,35,0,0.003,0,0,158,B,Major,83,41,65,0,10,11,8,0.52999794,0.8256746,0.76404893,0.7430094,0.8156072,0.8739451,0.6970945,0.8611705
792,Agosto,Bad Bunny,1,2022,5,6,0.897,0,246.127838,6,20,0.008,0,0,115,C#,Minor,85,72,58,9,0,49,12,0.64589787,0.70952666,0.7326119,0.6369862,0.7399392,0.71349347,0.67670166,0.6517899
793,House Of Memories,Panic! At The Disco,1,2016,1,15,2.948,0,582.863434,10,2,0.15,0,0,110,B,Minor,51,48,82,0,0,5,3,0.7340882,0.91622114,0.8380339,0.84066,0.86640185,0.44834805,0.8930436,0.81633556
794,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1.86,0,58.687425,1,0,0.003,0,0,174,A,Major,73,26,54,30,0,34,32,0.81819326,0.8724784,0.7748592,0.8028813,0.8611232,0.76522255,0.88062835,0.79830676
795,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,0.802,0,212.109195,16,81,0.023,0,0,130,E,Major,91,91,96,3,0,3,9,0.86519957,0.8634573,0.8621975,0.856782,0.97388095,0.93414974,0.819548,0.8650948
796,In The Stars,Benson Boone,1,2022,4,29,2.224,8,382.199619,48,40,0.087,1,210,78,A#,Major,36,30,54,34,0,14,5,0.76398814,0.8125373,0.8632498,0.84370226,0.78706527,0.8030317,0.7407105,0.80956006
797,Rich - Interlude,Kendrick Lamar,1,2022,5,13,1.103,0,41.210087,0,0,0.0,0,0,104,G,Major,44,74,42,88,0,9,9,0.8735729,0.9122055,0.87554246,0.9195955,0.8814084,0.84346294,0.87320185,0.86480796
798,SUPERMODEL,Måneskin,1,2022,5,13,2.265,0,231.657891,93,12,0.173,11,,121,G,Major,64,80,88,0,0,12,6,0.80594516,0.87199545,0.8530189,0.7920066,0.7402068,0.70842993,0.8145973,0.8151995
799,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,0.555,0,53.729194,10,4,0.004,0,0,105,D,Major,83,32,82,14,0,12,4,0.8835622,0.90519977,0.9347043,0.9043119,0.88736105,0.92000043,0.890629,0.86008483
800,Thousand Miles,The Kid Laroi,1,2022,4,22,2.05,0,244.741137,52,9,0.046,0,1,81,G,Major,38,20,66,9,0,9,8,0.8345367,0.95037365,0.8206114,0.86594826,0.81929386,0.8305537,0.93536556,0.93344194
801,Crown,Kendrick Lamar,1,2022,5,13,1.493,0,42.485571,2,0,0.01,0,0,170,C#,Minor,37,14,24,80,0,11,4,0.6496546,0.7643294,0.7864725,0.7548137,0.8522191,0.81747746,0.6541598,0.76438016
802,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1.545,0,37.778188,1,0,0.004,0,0,78,G,Major,43,60,38,76,1,48,38,0.8344457,0.94274616,0.8521216,0.8622989,0.90180665,0.7888837,0.9426179,0.8511393
803,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2.35,0,254.218729,28,42,0.023,0,0,125,G#,Major,88,28,66,6,0,13,31,0.90185153,0.9854132,0.992784,0.9080407,0.9757245,0.984165,0.92535514,0.9984472
804,Mirror,Kendrick Lamar,1,2022,5,13,1.929,0,53.603447,2,0,0.004,0,0,92,E,Minor,66,29,65,23,0,8,7,0.7548012,0.7978331,0.83614445,0.69036865,0.7672648,0.5928781,0.671505,0.73101914
805,Beautiful Girl,Luciano,1,2022,4,22,0.71,4,160.035717,16,11,0.018,0,0,140,B,Minor,84,61,42,31,0,9,9,0.64137256,0.772792,0.76331043,0.66423744,0.7741509,0.77466804,0.80383444,0.78142905
806,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,0.928,0,164.163229,19,0,0.007,0,0,96,,Major,61,32,90,25,0,10,9,0.89482284,0.92320037,0.9577112,0.9735906,0.99464816,0.9674196,0.8041663,0.8869507
807,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1.194,0,37.091576,0,0,0.003,0,0,118,F,Minor,66,83,43,84,0,19,19,0.9328349,0.8933991,0.90312135,0.8734653,0.89164674,0.80348027,0.9320625,0.9095826
808,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,0.349,6,284.249832,10,22,0.003,0,0,92,B,Minor,71,67,60,7,0,6,4,0.7980675,0.66843975,0.8032938,0.70577896,0.73684263,0.6971458,0.64097077,0.6623228
809,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1.89,0,33.381454,3,0,0.002,0,0,140,G#,Minor,49,50,37,87,0,11,35,0.9590815,0.9159312,0.9620873,0.9496436,0.88092715,0.85870194,0.9338275,0.86864233
810,TUS LÁGRIMAS ,"Sech, Mora",2,2022,4,1,1.308,2,184.622518,23,16,0.009,0,,174,C#,Major,68,45,71,18,0,11,25,0.6795555,0.75007427,0.7887292,0.72762215,0.8435246,0.68349254,0.7205709,0.8120067
811,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4.531,0,300.983101,135,74,0.119,1,18,127,A#,Major,77,53,78,19,0,29,4,0.8942849,0.89421105,0.86492705,0.8679076,0.93656564,0.9252602,0.9238759,0.88286245
812,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1.657,0,121.077868,15,3,0.003,0,0,96,B,Major,71,37,52,62,0,11,36,0.8491786,0.8234814,0.8696829,0.77937573,0.93843395,0.8858386,0.8297975,0.8600543
813,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1.351,0,106.91968,26,1,0.017,0,0,150,G#,Minor,82,82,66,13,0,11,6,0.84802294,0.91580963,0.87707496,0.86969876,0.84145105,0.9353688,0.8986469,0.8598374
814,ZOOM,Jessi,1,2022,4,13,0.608,0,136.996305,5,29,0.014,0,0,100,F#,Major,87,46,60,1,0,13,16,0.7408792,0.765757,0.92717695,0.7516018,0.9087746,0.71831226,0.66776544,0.79907024
815,SloMo,Chanel,1,2021,12,24,1.211,0,65.71993,31,0,0.019,0,2,105,C#,Minor,73,59,81,13,0,9,6,0.72564775,0.8063473,0.7804085,0.7540097,0.80219066,0.70482326,0.71151054,0.7607681
816,FEARLESS,LE SSERAFIM,1,2022,5,2,0.629,0,229.497852,18,75,0.009,0,0,104,G,Major,86,43,62,5,0,13,14,0.7105812,0.6795412,0.7728256,0.6665216,0.37264514,0.71384424,0.7151297,0.614012
817,10 Things I Hate About You,Leah Kate,1,2022,3,23,1.301,0,185.550869,23,1,0.015,0,0,154,G#,Major,54,45,79,1,0,17,5,0.7001753,0.78161716,0.9458866,0.7844525,0.894271,0.91192436,0.91675603,0.8375084
818,SPACE MAN,Sam Ryder,1,2022,2,22,1.329,0,54.682594,42,51,0.032,0,0,80,B,Major,47,33,83,18,0,10,5,0.75807154,0.852051,0.8533974,0.66722053,0.7897727,0.70030856,0.80706906,0.8335143
819,With you,"HA SUNG WOON, Jimin",2,2022,4,24,0.343,2,240.580042,4,35,0.011,1,1,150,D#,Major,53,14,43,64,0,13,3,0.7267983,0.7096056,0.6233759,0.628773,0.8213322,0.762182,0.7267421,0.65972835
820,Iris,The Goo Goo Dolls,1,1998,3,31,13.101,9,1284.942608,137,5,0.582,0,0,156,B,Minor,32,49,72,0,0,9,4,0.72934043,0.72578037,0.8069151,0.7356148,0.7919727,0.6797331,0.71460336,0.7401812
821,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2.939,0,71.423324,29,0,0.03,0,0,98,G#,Minor,76,79,81,18,0,6,34,0.7306453,0.81247884,0.94412535,0.81354725,0.9271734,0.7763381,0.8216772,0.83466345
822,San Lucas,Kevin Kaarl,1,2019,11,7,0.407,1,244.891912,5,0,0.005,0,0,92,G,Major,58,27,36,86,0,9,3,0.7250969,0.7718196,0.8169338,0.764884,0.8197579,0.7956785,0.8311579,0.7684177
823,This Love (Taylor's Version),Taylor Swift,1,2022,5,6,1.492,0,132.171975,26,2,0.015,0,,144,E,Major,47,7,50,32,0,7,4,0.60591006,0.9267775,0.91660446,0.8272067,0.9300485,0.9049742,0.87169933,0.8657968
824,Good Looking,Suki Waterhouse,1,2017,10,20,2.264,0,184.706613,11,6,0.025,0,1,150,E,Major,37,27,56,8,0,13,3,0.67312217,0.7688539,0.62708056,0.71150863,0.7107056,0.7647542,0.78575826,0.73429775
825,Flowers,Lauren Spencer Smith,1,2021,8,9,0.801,0,184.826429,42,9,0.024,1,1,138,D#,Major,70,31,44,84,0,9,39,0.53691834,0.71947765,0.7187034,0.67804205,0.75853175,0.73567295,0.6498769,0.6843727
826,Yet To Come,BTS,1,2022,6,10,0.829,0,302.006641,32,110,0.026,0,0,172,C#,Major,56,68,89,4,0,33,19,0.78355885,0.7845874,0.75874805,0.7500204,0.761562,0.81540155,0.8184028,0.7786973
827,Run BTS,BTS,1,2022,6,10,0.736,0,330.881149,5,132,0.017,0,3,77,G#,Major,72,70,82,2,0,4,17,0.8323555,0.93618536,0.87857616,0.87456524,0.952167,0.9318999,0.7890431,0.93157303
828,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4.449,1,334.733572,80,11,0.066,0,1,107,B,Major,72,36,72,26,6,11,4,0.92223024,0.85538983,0.9393173,0.9026272,1.0022913,0.901967,0.8593127,0.836786
829,Matilda,Harry Styles,1,2022,5,20,3.218,3,366.214458,29,10,0.079,0,0,114,D,Major,51,39,29,90,0,10,4,0.6782931,0.73213804,0.8480648,0.713959,0.8079709,0.74027956,0.75619805,0.74421054
830,For Youth,BTS,1,2022,6,10,0.327,0,114.546317,5,40,0.012,0,0,117,D,Major,63,29,51,43,0,25,4,0.7224608,0.7691108,0.7929461,0.6652031,0.7746061,0.7240652,0.7328131,0.78715044
831,Daylight,Harry Styles,1,2022,5,20,2.775,0,290.833204,21,11,0.04,0,0,146,,Major,69,63,45,48,0,18,4,0.6629313,0.75480807,0.7750436,0.69718933,0.7631512,0.7416749,0.71243525,0.76410794
