,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3968,I Won't Give Up,Ch�rie Summer ,Jason Mraz,1/1/2012,USEE11100768,"3,925",21.5,"850,863,163","91,617","43,046,356",62.0,"21,096,118","126,444","59,874","7,909,056","77,268,402","10,950",70.0,147,27,29.0,"76,256",10.0,"983,589,132","665,589",,"7,898,160",,0
3970,Tap�o Na ,Som No Talo,Ra� Saia Ro,1/22/2021,BRS4R2000060,"3,933",21.5,"196,159,389","21,913","6,808,067",53.0,"452,999,889","2,998,357","226,305","21,523,496","349,411,180","246,973,235",23.0,"1,944",,49.0,"201,574",5.0,,,,"360,078",,0
3986,Percher�,Las Canciones De La Granja De Zen�n Vo,El Reino Infantil,11/17/2016,ARF061501325,"3,988",21.4,"17,238,604","1,581","439,901",49.0,"1,267,939,965","2,741,076","4,008","289,571","14,803,398",,1.0,5,,,,,,,,"23,734",,0
4001,�,�,Aimer,12/6/2021,JPU902104729,"3,975",21.4,"227,696,852","34,276","6,961,653",63.0,"250,190,214","1,270,608",,,,"86,777,760",35.0,"1,922",,5.0,"8,662",3.0,"662,602",324,,"403,076",,0
4011,Yak�,Yak�,K�,11/24/2023,TRAUR2300059,"4,017",21.3,"63,563,583","3,408","7,197,789",69.0,"58,005,062","102,744",,,,"388,282,635",12.0,"12,752",,4.0,"1,584,544",,,,,"158,526",,0
4017,Av�,Av�,Lucky Brown,5/3/2024,CLA1D2400046,"4,020",21.3,"12,589,295",889,"15,385,715",69.0,"13,732,957","115,078",,,,"18,929,938",2.0,,,,,,"2,829",3,,"34,082",,1
4027,M�,M�,Nio Garcia,2/22/2019,QM4TW1972660,"4,015",21.3,"76,516,847","14,310","2,814,938",48.0,"865,812,768","3,458,107","7,543","422,844","4,319,903","14,012,477",3.0,107,10,1.0,619,5.0,"21,806,073","4,406",,"198,643",,1
4044,"Bitch, Don�t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,USUM71210774,"4,037",21.2,"721,771,477","182,518","23,222,997",67.0,"459,189,834","3,603,381","57,977","13,026,986","78,341,646","10,067,174",73.0,"9,268",10,43.0,"185,338",23.0,"327,439,211","307,788",,"2,085,087",,1
4051,BOTH,BOTH,Ti�,8/29/2023,CYA112300090,"4,048",21.2,"60,776,379","15,554","30,777,157",,"10,032,098","98,573","1,557","1,080,992","41,222,378","108,512",,"52,512",151,,,,,,,,,0
4055,Suzume,�,RADWIMPS,9/30/2022,JPV972200075,"4,036",21.2,"151,179,942","30,909","4,476,490",63.0,"71,184,530","866,717","81,501","48,171,421","617,882,237","80,772,548",9.0,444,,1.0,"337,935",1.0,"509,402",634,,"2,567,736",,0
4058,Copa Vac�,Copa Vac�a - Si,Shakira,6/29/2023,USQX92300694,"4,040",21.2,"147,537,573","17,322","17,844,679",63.0,"13,918,496","120,215","16,923","5,394,153","68,517,237",,46.0,"45,181",317,37.0,"662,279",31.0,"4,161,017",802,,"477,464",,0
4083,T�moignage (L,T�moignage (Live) - Si,Eunice Manyanga,11/28/2022,USL4Q2261458,"4,067",21.1,"740,008",335,"8,055",34.0,"22,163,251","83,415","1,489,200","4,126,117","81,729,317",,1.0,,,,,,,,,"106,673",,0
4097,BABY SAID,RUSH!,M�ne,1/20/2023,ITB002200844,"4,057",21.1,"166,942,258","24,993","16,530,205",71.0,"23,143,608","205,874","8,410","2,746,100","39,481,015","65,085",26.0,"62,922",17,36.0,"472,187",19.0,"2,760,534",758,,"1,172,656",,0
4112,Como En Los Viejos Tiempos,Como En Los Viejos Tiempos - Single,Eden Mu�,11/20/2023,QZYYM2300004,"4,088",21.0,"37,831,332","2,880","3,850,183",,"60,890,936","243,887",,"748,585","13,570,678","316,358,406",9.0,"5,168",3,6.0,"60,268",1.0,"6,537,667",835,,"304,233",,0
4113,Baby Car,� � �,Bebefinn,10/28/2022,KRE672200293,"4,110",21.0,,3,29,,"294,039,774","440,593",,"21,660","1,606,012",,,,,,,,,,,,,0
4116,Nh� Ng�i Hay Nh�,Nh� Ng�i Hay Nh�,Chau Dang Khoa,4/30/2021,QZMHN2025919,"4,096",21.0,"30,269",40,"6,367",,,,"3,665,693","73,808,514","1,603,097,724",,,,,,,,,,,,,0
4119,Los Patitos,Grandes Cl�sicos Infantiles (Vol,El Reino Infantil,4/20/2010,ARF060903046,"4,086",21.0,"3,415,634",316,"287,926",34.0,"2,160,514,390","2,891,961",463,"8,474","501,700",,,,,,,,,,,109,,0
4129,�,�,Omoinotake,1/24/2024,JPU902305217,"4,114",21.0,"46,082,088","1,755","5,204,396",72.0,"45,934,211","265,825",,,,"541,294,021",36.0,442,,1.0,"9,615",3.0,,,,"290,079",,0
4131,HONEY (ARE U COMING?),RUSH!,M�ne,1/20/2023,ITB002301189,"4,083",21.0,"119,853,822","19,565","11,856,255",,"37,691,895","577,863","5,020","3,012,428","47,259,081","18,252,082",41.0,"81,324",158,28.0,"322,293",39.0,"2,063,738",533,"174,913","800,498",,0
4155,I�m Ju,Barbie The Album,Ryan Gosling,7/21/2023,USAT22305736,"4,124",20.9,"126,219,979","18,525","2,916,952",60.0,"28,725,678","608,921","97,794","79,338,367","560,299,833","1,863,971,072",22.0,,18,4.0,"39,010",14.0,"998,674","8,241",,"363,187",,0
4170,� �,� �,� �,1/20/2021,FR10S2137488,"4,151",20.8,"21,970,517","11,053","436,364",45.0,"455,300,901","1,789,364","187,100","17,952,393","433,329,532","1,129,669",17.0,11,,2.0,"5,452",,,,,"2,938,941",,0
4171,� � (�),� � (�),5�,6/2/2023,RUA1D2354001,"4,162",20.8,"7,375,613","3,903","471,206",54.0,"136,297,891","653,910","107,200","8,177,945","130,470,945","409,137,727",4.0,"1,586",,,,,,,,,,0
4187,� �,� �,Galibri & Mavik,5/19/2021,RUA1D2117031,"4,149",20.8,"25,149,668","13,174","603,919",48.0,"406,717,108","1,567,948","242,400","41,005,985","987,819,837","551,347",17.0,282,,1.0,"56,252",,,,,"2,098,943",,0
4192,sup�,sup�,�,8/11/2023,QZPLS2305099,"4,188",20.7,"63,642,484","15,618","1,035,077",65.0,"15,786,520","508,672","305,600","89,199,660","833,809,283",,1.0,,,,,,"89,501",93,,"400,490",,0
4194,YA NO TE EXTRA�,NASTY SINGLES,NATTI NATASHA,12/7/2023,USB272300115,"4,179",20.7,"9,129,729","1,422","3,777,844",,"78,290,967","103,564",,,,"1,621,817,535",4.0,"5,230",5,11.0,"39,011",12.0,,,,"71,640",,0
4217,Love Shot,LOVE SHOT� The 5th Album Rep,EXO,12/13/2018,KRA301800573,"4,207",20.6,"358,620,184","30,692","7,198,195",65.0,"710,463,080","9,902,612","115,162","63,526,694","456,814,795","7,717,184",8.0,"2,786",13,3.0,"9,706",8.0,"2,591,680","7,873",,"623,684",,0
4237,"� Isso Beb�, T� Certa!","� Isso Beb�, T� Certa!",Mc IG,3/20/2024,BRWMB2400226,"4,213",20.6,"37,218,252","3,393","15,690,540",,"19,919,550","196,089",,,,"118,545,121",,,,17.0,"934,431",13.0,,,,,,1
4240,Prote�o,EP Meu Sonho - Pt. 2,Tarc�sio do Acor,7/2/2021,BCTOE2100085,"4,232",20.5,"102,703,448","10,682","3,907,728",58.0,"390,456,652","2,179,957","14,289","4,402,423","46,539,050","20,583,147",3.0,373,,4.0,"189,807",2.0,,,"4,230,390","89,564",,0
4241,Pi�o de Vida L,Pi�o de Vida L,Jap�,4/27/2023,BCSUV2303160,"4,244",20.5,"36,593,527","4,601","3,863,720",55.0,"94,498,808","630,206","472,200","64,661,196","1,517,249,875","18,850,454",1.0,2,,,,2.0,,,,"334,171",,0
4267,Mi Ni�,Mi Ni�,Wisin,9/23/2020,QMBZ92014731,"4,234",20.5,"400,985,699","62,355","13,993,469",60.0,"251,851,094","1,816,301",,,,"12,732,039",58.0,"24,906",46,18.0,"148,048",16.0,"12,216,631","2,063",,"985,993",,0
4273,�,� - Single,�,4/28/2023,THSOH2302594,"4,222",20.5,"4,943,057","1,054","162,895",46.0,"127,116,431","446,428","433,600","9,609,256","140,922,309",,,,,,,,,,,"13,291",,0
4279,�,� - Single,YOASOBI,10/1/2022,JPP302200613,"4,265",20.4,"140,194,014","16,841","3,520,046",58.0,"180,515,322","910,440","32,900","3,919,101","80,078,422","80,802,280",12.0,877,,2.0,"7,643",2.0,"406,213",115,,"196,568",,0
4282,El Gavil�,El Gavil�n - Si,Luis R Conriquez,10/21/2022,USANG2216030,"4,282",20.4,"350,440,369","24,886","11,413,202",72.0,"92,967,556","709,386","52,200","11,077,840","128,910,215",,11.0,21,,3.0,"330,705",5.0,"13,224,203","1,933",,"264,907",,0
4287,Wet (She Got That�,Wet,YFN Lucci,2/14/2020,USUYG1297281,"4,275",20.4,"93,229,994","24,779","2,554,563",44.0,"143,927,230","1,205,650","2,540,017","233,884,067","1,572,821,812","2,689,828",14.0,"4,051",,8.0,"9,537",1.0,"64,655,444","33,582",,"602,271",,1
4294,MONEY ON THE DASH - SPED UP,MONEY ON THE DASH,Elley Duh�,1/20/2023,QZLBC2201771,"4,268",20.4,"179,176,296","41,284","34,923,502",76.0,,,"37,300","12,038,876","156,208,048",,3.0,464,,10.0,"212,366",4.0,"37,491",215,,"400,805",,0
4298,It�s a beautif,It�s a beautif,Trinix,12/18/2022,FRDKW2208796,"4,266",20.4,"49,155,460","20,079","3,448,518",57.0,"55,753,855","819,754","535,200","70,722,843","1,079,671,427",,7.0,"1,291",,18.0,"200,594",,,,,"1,377,954",,0
4309,Halo,I AM...SASHA FIERCE - Platinum Edition,Beyonc�,1/1/2008,USSM10804556,"4,309",20.3,"1,556,326,643","167,145","91,569,550",68.0,"311,700,550","2,730,131","443,385","102,283,034","1,532,183,215","22,141,311",213.0,"101,536",76,260.0,"1,596,032",76.0,"525,376,163","534,859",,"8,440,483",,0
4310,Aman G�zel Yava�,Aman G�zel Yava�,Haloday�,6/23/2023,TRCGH2300003,"4,295",20.3,"110,759,507","16,068","2,956,360",27.0,"4,697,020","13,304","434,400","18,043,254","607,056,384",,7.0,"3,358",,2.0,"1,567,383",,,,,"515,430",,0
4311,"""� � ""� � �","""� � ""� � � - Single",Myriam Fares,3/10/2022,FR10S2273417,"4,310",20.3,"7,383,901","4,008","539,281",48.0,"351,810,237","1,815,957","22,200","3,197,303","87,012,540","726,544",1.0,157,,1.0,339,,,,,"299,561",,0
4319,"DAN�ARINA (feat. Nicky Jam, MC Pedrinho) - R",Cullinan,PEDRO SAMPAIO,5/13/2022,BRWMB2200601,"4,301",20.3,"100,491,006","20,334","8,731,399",59.0,"243,709","3,244","1,501,663","299,220,395","3,650,693,327",,11.0,"14,565",,26.0,"270,425",6.0,"155,438",,"60,644","1,111,153",,0
4322,Picky,Picky,Banda Corale�,12/9/2016,MXUM71602301,"4,290",20.3,"575,093",42,"3,697",4.0,"1,400,964,738","4,498,959",63,149,"1,188","294,281,400",,1,,,,,,,,255,,0
4324,Qu� Onda Per,Qu� Onda Per,Gerardo Coronel,2/17/2023,QZDQH2301118,"4,307",20.3,"58,284,482","7,247","4,706,766",54.0,"79,995,263","436,574","297,604","27,563,004","281,657,688",,1.0,"1,561",16,,,3.0,"35,942,085","9,187","741,427","507,081",,0
4325,Hot In It,Hot In It - Single,Ti�,6/30/2022,CYA112001102,"4,306",20.3,"220,250,463","46,098","26,666,028",65.0,"28,716,329","313,494","3,275","2,514,489","36,501,469","3,025,039,082",103.0,"47,231",828,49.0,"789,803",43.0,"790,930",635,,"957,417",,0
4333,Saturno,Prometo,Pablo Albor�,6/1/2017,ES5151701359,"4,283",20.3,"495,063,827","39,662","20,764,682",71.0,"802,589,099","5,029,647","233,846","114,459,132","1,106,585,781","83,950,692",5.0,"6,789",2,25.0,"109,263",26.0,"5,465,835","7,421",,,,0
4342,Sigues Con El,Sigues Con El,D�melo ,12/13/2019,QMFME1942300,"4,331",20.2,"582,595,821","71,602","18,990,583",60.0,"212,809,052","1,189,005","88,219","11,379,520","121,455,982","16,446,365",44.0,"17,361",,25.0,"203,043",35.0,"84,749,488","14,731",,"1,294,402",,0
4343,Looking For The Hoes (Ain�t My ,Hood Hottest Princess,Sexyy Red,6/9/2023,QZSYP2342088,"4,317",20.2,"68,965,021","11,956","10,611,984",70.0,"25,701,096","259,974","402,011","109,732,611","718,409,133",,5.0,"2,386",2,,,8.0,"5,935,978","7,448",,"437,612",,1
4354,�,�,Jah Khalib,12/2/2022,RUA322205221,"4,322",20.2,"14,566,339","6,708","323,589",48.0,"173,493,536","555,196","241,540","14,527,098","166,606,107",,7.0,"1,067",,,,,,,,"989,901",,0
4361,Think I'm In Love With You,Think I�m In Love Wi,Chris Stapleton,9/8/2023,USUG12300474,"4,333",20.2,"78,855,298","11,118","19,369,779",,"6,408,371","103,541",164,"73,093","1,578,390","151,380,225",9.0,"12,221",1,8.0,"1,745,902",23.0,"38,384,683","4,122","265,973","137,222",,0
4372,B�n �,B�n �i (feat. ,Karik,10/4/2023,VNA112300865,"4,376",20.1,"19,247,151","3,029","964,740",57.0,"99,031,817","396,913",,,,"2,119,803",4.0,2,,,,,,,,"33,574",,0
4373,Drifting,Drifting,Ti�,6/22/2023,NLZ542300863,"4,345",20.1,"101,903,591","22,437","23,826,280",72.0,"16,541,095","130,658","3,306","382,974","7,751,938","135,657,768",29.0,"17,454",801,26.0,"413,945",6.0,"4,344,303",448,,"480,582",,0
4383,Cora�o,"Patroas, EP1",Mar�lia Mendo,7/10/2020,BRWNV2000088,"4,370",20.1,"71,915,713","6,180","8,643,384",54.0,"611,609,157","2,544,961","9,284","817,211","13,591,360","2,058,446,921",10.0,"1,872",,40.0,"1,304,457",2.0,"78,983",,,"127,483",,0
4384,Vultures,Vultures,�$,11/22/2023,CA5KR2406316,"4,363",20.1,"45,816,040","19,208","1,392,397",,,,,,,,,247,,,,,"87,471",338,,"40,135",,1
4385,MY HOUSE,MY HOUSE,Beyonc�,12/1/2023,USSM12308805,"4,374",20.1,"45,238,166","6,057","7,158,117",,"8,478,416","174,490","3,854","1,655,059","10,260,065","1,519,706,979",18.0,"35,241",1,18.0,"689,927",14.0,"6,199,824","2,879",,"321,401",,1
4390,Prayer in C - Robin Schulz Radio Edit,Los N�meros 1 De 40 (El Disco De Los �,Lilly Wood and The Prick,1/1/2014,DEA621400286,"4,372",20.1,"1,074,583,619","152,685","43,023,486",69.0,"631,896","5,935","29,628","15,236,347","138,609,613",,118.0,"70,662",,107.0,"952,714",9.0,"242,929,188","27,275",,"30,826,278",,0
4402,�,� - EP,WINE,12/19/2022,KRNAR2233065,"4,393",20.0,"276,193",226,"76,928",,"253,612,567","560,712",,,,,,1,,,,,,,,173,,0
4410,T�n,T�ng Quen - ,Wren Evans,10/25/2023,SGUM72301412,"4,383",20.0,"35,549,029","5,590","1,129,038",56.0,"57,756,889","205,111","135,300","8,549,214","119,204,623","2,119,803",10.0,8,,,,,,,,"28,280",,0
4426,�H+3+�7luCJIo0T6...,�H+3+�7luCJIo0T6...,vyrval,2/7/2024,US3DF2408834,"4,404",19.9,"27,480,893","5,435","4,137,392",,"20,386,329","486,342",,"12,880,858","116,241,200",,1.0,,,,,,"8,215",44,,"452,466",,0
4429,Dueles,Un besito m�,Jesse & Joy,12/4/2015,MXF151500224,"4,415",19.9,"563,467,499","38,743","25,276,787",72.0,"1,000,321,872","4,630,509","332,335","50,424,679","490,277,819","2,140,584",22.0,"4,626",8,25.0,"233,573",9.0,"9,336,374","5,058",,"1,934,884",,0
4433,085 - Ao Vivo,Pode Cr� (Ao V,MC Rogerinho,1/12/2023,US7VG2308218,"4,401",19.9,"126,063,862","10,150","9,712,919",58.0,"129,157,973","401,990","313,900","50,275,998","650,000,898","2,179,962",4.0,56,,13.0,"567,142",3.0,,,,"97,522",,1
4435,Los animales en el autob�,La ronda de Lulita,Luli Pamp�,7/22/2022,ITZV22200088,"4,400",19.9,"108,439",50,"3,437",17.0,"311,333,094","770,466",,,,,,1,,,,,,,,,,0
4438,� � � �,� � � �,Eslam Kabonga,6/16/2023,EGA262306597,"4,407",19.9,"13,608,243",23,178,,,,,,,,,,,,,,,,"15,667,505",,,0
4451,�,�,Ado,10/23/2020,JPPO02002791,"4,427",19.8,"189,058,129","36,943","3,081,604",62.0,"390,278,119","3,350,958","1,647","753,212","7,761,272","31,259,366",31.0,928,,2.0,"2,511",3.0,,,,"268,333",,0
4462,�,� - Single,�,12/29/2023,DGA0R2315475,"4,425",19.8,"3,225,791",411,"11,826",,"72,510,719","227,398",,,,"551,233,698",1.0,,,,,,,,,"25,420",,0
4463,"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixar�s Turnin,2/25/2022,USWD12213564,"4,453",19.8,"148,262,734","25,061","12,962,477",61.0,"84,276,192","1,121,581","751,200","215,442,044","1,877,005,845","25,955,797",45.0,"2,670",,12.0,"139,673",19.0,"10,335,798","16,315","1,228,455","768,965",,0
4464,�,Kizuna No Kiseki,MAN WITH A MISSION,4/10/2023,JPU902300267,"4,429",19.8,"98,476,020","15,170","5,083,474",65.0,"103,175,548","656,387",,,,"529,805,882",36.0,669,,6.0,"36,038",11.0,,,,"404,281",,0
4465,Hep Mi Ben,Hep Mi Ben,Ayaz Erdo�,3/16/2022,FR2X42282198,"4,447",19.8,"57,174,683","12,634","620,189",52.0,"277,032,840","1,310,994","38,500","2,638,359","88,201,634","111,653,393",4.0,"1,974",,2.0,"53,880",,,,,"1,826,014",,0
4479,Cena Engra�ada e Inusi,Cena Engra�ada e Inusi,HarmonicoHCO,12/19/2022,SGB502303557,"4,493",19.7,"32,753",22,"1,937",11.0,"154,648","2,260","1,703,320","154,947,650","1,598,275,820",,,,,1.0,294,,,,,"15,742",,0
4487,You Belong With Me (Taylor�s Ve,Fearless (Taylor's Version),Taylor Swift,4/9/2021,USUG12100622,"4,458",19.7,"662,057,533","59,739","35,937,845",76.0,"55,391,583","447,166","106,500","64,739,020","451,630,379",,53.0,"23,703",,8.0,"149,944",46.0,"10,543,057","23,062",,"659,091",,0
4505,DAN�A,DAN�A,PEDRO SAMPAIO,2/1/2022,BRWMB2200077,"4,471",19.7,"231,523,576","35,530","9,584,099",58.0,"173,364,125","1,394,374","2,235","96,354","2,321,734","99,542,687",31.0,"16,600",4,38.0,"271,584",8.0,"6,862",72,,"697,492",,0
4515,Mockingbird,Mockingbird,Ti�,5/3/2024,NLZ542400299,"4,489",19.7,"14,349,985","2,714","28,814,412",75.0,"880,904","20,629",,,,"126,807,656",10.0,"1,050",80,20.0,"881,852",15.0,"250,357",65,"96,009","86,982",,0
4526,�,�,Lamis Kan,7/27/2021,EGA252103733,"4,525",19.6,"41,071,094","14,309","1,842,678",59.0,"332,271,837","2,651,163","256,849","37,844,605","772,766,174",,3.0,789,,1.0,"74,982",,,,,"1,266,792",,0
4527,qu� le pasa conm,qu� le pasa conm,Nicki Nicole,4/19/2023,UYB282300006,"4,516",19.6,"162,085,685","20,886","8,177,728",71.0,"56,665,071","360,527",,,,"1,025,505",16.0,"10,487",104,15.0,"67,649",21.0,"269,501",,,"175,082",,0
4540,� (White Flag),� (White Flag) - Single,NONT TANONT,3/14/2024,FR96X2437119,"4,509",19.6,"9,084,361",605,"1,739,336",62.0,"35,055,854","164,536",,,,,8.0,"1,006",,,,,,,,"12,059",,0
4543,ACHO PR,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364201,"4,505",19.6,"66,274,186","17,090","4,688,146",,"17,411,507","366,440","1,451","369,478","4,607,495","1,187,018",8.0,415,,1.0,"14,061",1.0,"1,897,748",334,,"213,711",,1
4548,Por Fin Te Encontr�,Por Fin Te Encontr�,Cali Y El Dandee,9/24/2015,ES5701500670,"4,501",19.6,"395,303,355","39,270","14,763,690",65.0,"1,089,620,434","2,743,125","21,780","3,185,623","32,115,493","302,248,235",73.0,"4,454",3,37.0,"47,436",1.0,"27,829,677","7,930",,"2,686,409",,0
4553,LOS PITS,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364193,"4,512",19.6,"74,331,462","17,357","2,290,183",,"16,756,062","212,522",,"226,891","3,288,335",,4.0,100,,,,,"2,129,023",446,,"136,101",,1
4560,Supera,Sertanejo Para Dan�,Mar�lia Mendo,3/5/2021,FR0Z50062905,"4,552",19.5,,2,4,,"580,802,207","3,484,299",,,,"468,797,231",,,,,,,,,,,,0
4565,B.S. (feat. H.E.R.),Chilombo,Jhen� ,3/6/2020,USUM72003259,"4,539",19.5,"246,615,679","39,348","8,259,352",63.0,"144,344,028","1,222,484","51,304","8,958,777","66,918,543","22,728,307",56.0,"140,835",81,11.0,"480,752",53.0,"144,189,603","36,797",,"1,326,441",,1
4586,Bodak Yellow,P�bu (Camemicua,Serranow,11/30/2017,FR10S1809158,"4,556",19.5,"8,402",4,33,,"1,152,050,786","8,477,904",,,,"293,911,862",,,,,,,,,,,,0
4589,Dayanam�y,Dayanam�yorum - Si,Kerim Araz,3/6/2023,FR96X2303731,"4,534",19.5,"42,735,162","6,811","879,077",56.0,"152,880,323","477,528","75,900","1,929,069","55,394,779","211,372,872",4.0,"2,043",,,,,,,,"602,369",,0
4592,3 Haseln�,3 Haseln�sse - Si,Jaques Raup�,12/1/2023,DEN062300845,"4,595",19.4,"25,822,176","15,387","2,650,670",,"7,041,124","127,998","4,034","1,858,466","31,061,916","48,311,550",8.0,250,,9.0,"163,999",1.0,,,"33,508","312,177",,0
4594,� (� �) [prod. by wex & heysubr],� (� �) [prod. by wex & heysubr],BUSHIDO ZHO,5/3/2024,RUB422401359,"4,599",19.4,"5,092,789",685,"185,936",62.0,"10,423,004","288,976",,"3,635","27,800",,7.0,,,,,,,,,"251,996",,1
4599,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),Arc�,4/11/2017,USB271700107,"4,593",19.4,"255,740,653","32,138","14,066,526",64.0,"866,300,755","3,826,829","78,000","10,055,461","70,196,388","175,831,376",11.0,"2,083",,4.0,"127,479",4.0,"69,006,739","11,320",,"767,006",,1
